"timeMillisSpent","score"
0,"-4hard/75soft"
0,"-3hard/78soft"
0,"-3hard/125soft"
0,"-3hard/150soft"
16,"-2hard/150soft"
16,"-2hard/219soft"
16,"-1hard/141soft"
16,"-1hard/190soft"
16,"0hard/263soft"
16,"0hard/273soft"
