"timeMillisSpent","score"
0,"-15hard/25soft"
0,"-14hard/59soft"
0,"-13hard/92soft"
0,"-12hard/120soft"
0,"-11hard/149soft"
0,"-10hard/175soft"
0,"-9hard/201soft"
0,"-8hard/226soft"
0,"-7hard/250soft"
0,"-6hard/273soft"
0,"-5hard/296soft"
0,"-4hard/318soft"
0,"-3hard/339soft"
0,"-2hard/359soft"
0,"-1hard/373soft"
0,"0hard/373soft"
